,gene,importance
338,protein=N-carbamoyl-D-amino acid hydrolase,8.302127060822372e-09
339,gene=sleB,0.00020166291581043538
340,gene=dnaB_2,2.6465584144753274e-05
341,gene=vanYB,2.996546998232141e-05
342,gene=csbB,1.5277738090313284e-05
343,gene=novJ,0.00021234478967839117
344,gene=pglI,2.5584852608178925e-06
345,gene=Int-Tn_2,7.110477107956604e-05
346,gene=haeIIIM_2,1.0996595368893535e-09
347,gene=recE_1,0.0
348,gene=tadA_2,2.027017719318817e-09
349,gene=rnc,8.769488069506166e-05
350,gene=hdc,1.6990109019622039e-07
351,gene=gcvP,1.5593908401649517e-06
352,gene=ankX_1,7.261098265148641e-06
353,protein=Bifunctional cytochrome P450/NADPH--P450 reductase,0.0
354,gene=prmB,0.0
355,gene=petF1,0.0
356,gene=yvoA,0.0
357,gene=bag,0.0002095764588479772
358,gene=yhaO,3.0675483198815494e-05
359,gene=immR,0.0006961435417598476
360,gene=cca,0.00016537928598672657
361,protein=Trypsin,1.99729223438149e-07
362,gene=stp,0.0
363,gene=htpG,5.515705049483341e-06
364,gene=espI,5.51593228188778e-06
365,gene=afsK,1.7569415587314432e-07
366,gene=lon_2,0.0
367,gene=eta,0.0
368,gene=fcl,3.096919681851239e-07
369,gene=queE_3,4.1454910781681004e-05
370,protein=putative GMC-type oxidoreductase,0.0
371,gene=aprX,3.5892305843388023e-09
372,gene=dhfR,3.515061187504961e-07
373,gene=dnaX_2,0.0
374,gene=yceC_2,0.0
375,gene=deoD,1.2317256282876374e-05
376,gene=yorD,2.8388592823603934e-06
377,gene=ywqK,1.3104043336033809e-06
378,gene=iap_2,4.024256959037649e-08
379,gene=yvdP,0.0
380,gene=rhsB,0.0
381,gene=nepA,0.0
382,gene=cysD,3.129949902397822e-06
383,gene=kfoC,0.0
384,gene=rnhA,0.0003599678004056922
385,gene=omp-alpha,0.0
386,gene=nanH,1.2046966885368301e-08
387,gene=mrr,1.4821887877144578e-05
388,gene=prfB,0.0001468068419695608
389,gene=csgD,0.0
390,gene=chiA,2.3368792323825668e-09
391,gene=yhcR,1.0560405814054531e-05
392,gene=hpaIIM_1,2.2923505263937307e-10
393,gene=pliG,7.01816817447687e-05
394,gene=nrdE_2,5.562354488862046e-06
395,gene=cobB,0.00017325921154693382
396,gene=tuf1,1.3818073335240625e-06
397,gene=cmoA,3.291899918818244e-10
398,"protein=Small, acid-soluble spore protein 1",2.40238479877077e-06
399,gene=dnaE_3,3.3652498268111943e-08
400,gene=pknA,4.744469397752798e-05
401,gene=rtpR,0.0027864494894677483
402,gene=hslU,6.143165154135e-06
403,gene=rebH_2,2.3015464486149452e-08
404,gene=spo0C,0.000508548714249809
405,gene=nadR_1,3.763779614966361e-06
406,gene=yedK,5.8862902635926994e-05
407,protein=Serine protease HtrA-like protein,0.0
408,gene=gmk,4.219773758650568e-05
409,gene=sodC,3.476253999454744e-08
410,gene=mycP1,6.626955023270784e-06
411,gene=ycsE,3.080390229614533e-06
412,gene=ligA_2,0.00010383670495564331
413,gene=psaK,0.0
414,gene=psaB,0.0
415,gene=tal_2,3.8114276517143604e-07
416,gene=apr,0.00011259742198745658
417,gene=sbi,9.197168463130254e-05
418,gene=metB,0.0
419,gene=scn,1.425485168945022e-06
420,gene=pyrB,9.03902732511496e-08
421,gene=purA,0.0019133153719636741
422,gene=gtaB,2.359213582450757e-08
423,gene=ugd,4.308695080726121e-06
424,gene=cdtA,5.60935543703312e-05
425,gene=rtcB,0.00035930337342783347
426,protein=Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase,7.909832649616068e-06
427,gene=dcd,0.0008997984473369352
428,gene=dut,0.0029538550379842685
429,gene=wecD,4.16211805414484e-08
430,gene=wbiB,0.0
431,gene=pulD,0.00023519079337911802
432,gene=hlgC,9.44567432260386e-05
433,gene=ligA,0.0006867388675859153
434,gene=eccA3,1.9578029484971435e-05
435,gene=tobZ,9.950168932160713e-05
436,gene=dnaK_2,1.7265181715056214e-09
437,protein=putative hemoglobin and hemoglobin-haptoglobin-binding protein 3,2.16946202640072e-09
438,gene=gph,0.0
439,gene=pyrE,0.0001552699493992591
440,gene=prtR,0.0010067754172186697
441,gene=paeR7IM,7.54080626847221e-05
442,gene=yceD,1.3522723406716607e-08
443,gene=ruvC,0.003987763293109087
444,protein=Ferredoxin-1,4.4754328476403745e-06
445,gene=nrdZ,0.0005520599032147842
446,gene=comEC_1,1.918810875153007e-05
447,gene=rpfD,1.2386056023567146e-05
448,gene=mku,1.4187717525264661e-05
449,gene=traI,1.2414906732197933e-05
450,gene=ihfA,0.0
451,gene=repE,3.284313132219856e-05
452,gene=phoD,0.00015880120546829076
453,gene=rpoD,2.340813799996747e-05
454,gene=gpFI,0.0007042638346447399
455,gene=trmH,0.0
456,gene=cgkA,5.198534999925186e-05
457,gene=sspH2,2.8282276538351366e-05
458,gene=exoX,0.0002858843587406037
459,protein=55.5 kDa and 49.5 kDa sporulation proteins,2.9561429409886567e-06
460,gene=psaD,0.0
461,gene=haeIIIM,0.00019287521472791184
462,gene=cas2,0.0
463,gene=fiu,5.664836180727989e-09
464,gene=mutS,1.5890396271713826e-05
465,gene=psaA,0.0
466,gene=Int-Tn_1,4.0591376575440974e-05
467,gene=ftsH,2.777579181856627e-05
468,gene=Int-Tn,0.0021336556723234763
469,gene=truB,0.0
470,gene=clgR,4.391261839974919e-05
471,gene=ybiX_1,6.795512195765122e-07
472,gene=cbpA,0.00026353269386840443
473,gene=nfo,6.291123216135102e-05
474,gene=hindIIIM_1,5.762260671448182e-06
475,gene=holE,0.00035197852619057887
476,gene=nrdD,0.00042656265020050066
477,gene=topA_2,0.0
478,gene=yocH,0.00017459784950662026
479,gene=ilvG,2.227224952120219e-08
480,gene=dnaT,0.00012131034755901776
481,gene=rlmI,2.89018327639157e-06
482,gene=iraM,4.310063872104071e-09
483,gene=yojM,6.949882321283157e-08
484,gene=apaH,3.369447499493307e-05
485,gene=rplL_1,1.0675987983950865e-06
486,gene=ubiG,0.0
487,gene=recF,0.0005084932641578927
488,gene=aplIR,6.143799904648015e-06
489,gene=ubiB_1,2.8684834321191543e-05
490,gene=nrdB_2,5.431397678591718e-05
491,gene=cca_2,2.175700062827269e-05
492,"protein=(2Z,6E)-farnesyl diphosphate synthase",5.988426298272784e-07
493,gene=yhaI,0.0
494,gene=doc,1.9881782018856753e-05
495,gene=novN,2.1495060265552003e-07
496,protein=Putative peptidoglycan hydrolase,0.0001541559413970546
497,gene=masK,0.0
498,gene=uviB,1.1335938619083975e-05
499,gene=recU,0.0004583587814385249
500,gene=hpaIIM,0.0002451453206997651
501,gene=cobS,7.783255910313423e-05
502,gene=pcm,4.351763390274834e-06
503,gene=yncF,4.949175004558853e-05
504,gene=ligA_3,1.673273194771025e-05
505,gene=ibpB,5.039231230875462e-05
506,gene=ascD,9.154026201807524e-06
507,gene=lsr2,0.0008903942924714488
508,gene=ltaS2,2.0763677602848666e-05
509,gene=parC,8.85716654738973e-05
510,gene=vapC,5.3398032638443156e-05
511,gene=yonK,2.7945666460036536e-05
512,gene=dnaE1,0.00011635480545144391
513,gene=hldE_2,2.736450036991947e-08
514,gene=tadA,0.0013605315171344192
515,gene=mepS,0.00010853453838542613
516,gene=dbpA,0.00016970455203968877
517,gene=sigH,0.0
518,gene=yteR,0.0
519,gene=sodC1,1.3424215047505665e-08
520,gene=rbn,0.000244496872427185
521,gene=comEC,0.00012972291474369103
522,gene=spoVG,5.6018534110462634e-06
523,gene=speC,0.00029491532284473465
524,gene=mepH,6.575361922928663e-06
525,protein=Actin-binding protein,4.413573464415128e-07
526,gene=iga,4.3168658586064255e-05
527,gene=cysS,3.6794059643678625e-06
528,gene=psd,3.362744750810854e-05
529,gene=menH,2.2815397322760353e-05
530,gene=rfbA,0.0
531,gene=sigW,0.0
532,gene=apaH_1,0.0
533,gene=sbcD,0.00012428302976742219
534,gene=pebA,1.5415682751391308e-07
535,"protein=6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating",0.0
536,protein=S-(hydroxymethyl)mycothiol dehydrogenase,8.910624254139369e-08
537,gene=recA_2,9.007471436822332e-06
538,gene=rpfA,8.484444452699504e-09
539,gene=spoVK,1.4890486696987943e-05
540,gene=sigF_1,1.6244582145452885e-05
541,gene=ldc,0.0
542,gene=fic,7.049779473501754e-05
543,gene=groL2,3.5889420472883557e-05
544,gene=nrdA_2,0.00023206906463432952
545,gene=nikR,0.00017590413685662518
546,gene=ndkA,0.0
547,gene=sle1,0.0001623441567995009
548,gene=torI,0.00014347992340165412
549,gene=thyX,0.004181155353270557
550,gene=rsh,9.4044859861452e-10
551,gene=nrdB,0.0014127263508009746
552,gene=tnpR,0.00023411141765791466
553,gene=dnaJ_1,1.2776447151045408e-05
554,gene=tilS,2.2680268633251684e-05
555,gene=rfbE,0.0
556,gene=dnaJ,0.0002320931798685698
557,protein=Insertion element IS6110 uncharacterized 12.0 kDa protein,4.492771247521376e-05
558,gene=intA,0.0004217722460938726
559,gene=zwf,1.330667436170098e-05
560,gene=tufB,5.503041039856337e-06
561,gene=xkdM,0.0005544396261918685
562,gene=betA_3,6.550827342645299e-06
563,gene=dinG,3.485437304097616e-07
564,gene=panD,0.0
565,gene=cwlO,0.00030995280805320335
566,gene=fhaB,3.0038882533011056e-05
567,gene=uvrB_1,0.0
568,gene=recD2_2,0.0
569,gene=racA,6.863938299471455e-07
570,protein=putative zinc protease,1.4566789571165798e-05
571,gene=cwlA,0.0003614000624921953
572,gene=ddrA,0.00044870687773178157
573,gene=ogg,1.6583893060536916e-05
574,gene=whiB2,0.0008650109829640986
575,gene=glmS,0.000269359268551771
576,gene=igtZ,0.0
577,gene=sunS,1.775791403645228e-05
578,gene=sinR,0.00013843895228828813
579,gene=dnaJ_2,2.435415248417806e-05
580,gene=pipB2_1,3.4924197804580413e-05
581,gene=gluP,0.0
582,gene=acoA,0.0
583,gene=rplL_2,2.860224418022097e-06
584,gene=prkC_1,3.381878755358704e-05
585,gene=pphB,5.27771001261313e-05
586,gene=yjfC,0.00011865557039125656
587,protein=Putative 5'(3')-deoxyribonucleotidase,7.92660956871665e-05
588,gene=dnaC,0.0016660479433245798
589,gene=whiB7,0.00017497814884785646
590,gene=xseB,1.592899976423639e-07
591,gene=msrAB,0.0
592,gene=nadD,9.202205626590197e-08
593,gene=rlmCD_1,0.0
594,gene=rmlA,1.2786135869565445e-05
595,gene=argS,7.686961235532904e-06
596,gene=whiB_2,4.155815944584527e-05
597,gene=sppA_2,3.115960539069368e-07
598,protein=putative endopeptidase,0.0005481987604627009
599,protein=Glycogen synthase,0.0
600,gene=dnaE,0.0015857911948152807
601,gene=gmhA1,0.0
602,gene=glf,6.2344517131605685e-06
603,gene=rnmV,2.764296397821471e-07
604,gene=acsAB,0.0
605,gene=cwlC,0.0003825548151540042
606,gene=thyA_2,8.38440026187998e-05
607,gene=deaD,3.814152040651859e-05
608,gene=uvrD1,3.88981599302842e-08
609,gene=ftsK,0.000367581170900526
610,gene=cwlS,1.5412905013504744e-06
611,gene=emtA,2.050242756178425e-05
612,gene=sseI,0.0
613,gene=ail,0.00022789115235839796
614,gene=colD,1.2028939916055483e-08
615,gene=dps2,2.8904900818349323e-05
616,gene=ykfC,6.278764584491675e-05
617,gene=yheH,0.0
618,protein=3'-5' exoribonuclease.1,0.00037459125287830653
619,gene=stxA,0.0002630713138782701
620,gene=gbpA,5.188682216801804e-08
621,gene=rgy,2.415100096223266e-05
622,gene=ybaQ,0.0001056513749113583
623,gene=vioA,3.245392672162618e-07
624,gene=spkD,0.00010351259622269321
625,gene=nrdA,0.001275692976132663
626,gene=rpe,5.658699964251735e-07
627,gene=pknK,2.3748119460715344e-05
628,gene=mutT4,1.1197907033420579e-05
629,protein=Hemagglutinin components HA-22/23/53,1.7398125677364939e-06
630,protein=Botulinum neurotoxin type E,1.9719824771210762e-05
631,protein=Putative ADP-ribosyltransferase Certhrax,7.988074037520825e-09
632,gene=recJ,8.965945120213104e-09
633,gene=wbnK_2,0.0
634,gene=celD,6.354388893944585e-05
635,gene=ahcY,3.475986257765607e-09
636,gene=prfA,0.0003448635444559353
637,gene=rnhA_2,1.9662029122424662e-05
638,gene=sceD_2,0.0
639,gene=lpxA,4.281098073427039e-06
640,gene=wbnI,0.0
641,gene=gyrA_2,6.899881779401936e-10
642,gene=purS,8.065265656581773e-09
643,gene=ankX_2,3.815337274097268e-06
644,gene=psbN,1.7150467960434109e-06
645,gene=nrnB,8.21523291859133e-08
646,gene=clpA,1.6418735081420207e-07
647,gene=puuR,4.322683573663534e-05
648,gene=wecH,9.910187568125786e-08
649,gene=yjoB,3.108086274809766e-05
650,protein=putative AAA domain-containing protein,5.537949335303039e-06
651,gene=cca_1,5.9419489361710444e-05
652,gene=ssbA,0.0017319101737872226
653,gene=hicB,0.0001024953724659408
654,gene=clpX_2,1.7898688187992885e-08
655,gene=cpo,0.002912123200872484
656,gene=kcsA,2.0665704067810217e-05
657,gene=hhaIM_2,1.3371201643380182e-06
658,gene=dnaG,0.00489513268888418
659,gene=higB,6.108174056215475e-05
660,gene=coaE,0.00025779927284313195
661,gene=whiB1,0.0009649028586340808
662,gene=rutG,4.590157413508655e-05
663,gene=hldD,2.0937206194314308e-08
664,gene=pagP,3.7542120013940764e-06
665,gene=nrdD_3,6.715467690519788e-07
666,gene=dnaJ_3,2.9676234467579685e-05
667,gene=ftsH3,0.0001533210383797726
668,gene=hin_1,9.204982734179212e-06
669,gene=sbcC,0.0001582225269048132
670,gene=soj,0.0004646014215598589
671,gene=aer,4.787645743302495e-09
672,gene=glpQ1,6.493790169609616e-05
673,gene=betI,2.4622810421861332e-08
674,gene=purK,0.0
675,gene=xerD_2,4.893773857374802e-06
676,gene=atl,0.0006886176765401923
677,gene=dpnA_2,4.244998123411963e-05
678,gene=csrA,2.957788161699818e-05
679,gene=folA,0.0002766953216231929
680,gene=metN,2.41442101789716e-05
681,gene=cpcT,7.862640100492166e-06
682,protein=L-methionine sulfoximine/L-methionine sulfone acetyltransferase,0.0
683,gene=acpA,4.390132024453884e-05
684,gene=purL_1,0.00013084511369958142
685,gene=mcp2,1.1255571189653104e-07
686,gene=rhlB,0.00017310813593011105
687,gene=hslV,0.0
688,gene=iap,5.22411185261547e-05
689,protein=Nucleotidase,1.689308674382093e-06
690,gene=rnt,1.3950295609824407e-05
691,protein=putative NTE family protein,1.3787989811506682e-06
692,gene=dosC,0.0
693,gene=speH,1.833487162021718e-05
