phage,host,phage_name,host_name,label,prob
KX589269,CP027541,"Mycobacterium phage Fortunato, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.693964941
MK279859,CP027541,"Mycobacterium phage Kwadwo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.857199553
MK279858,CP027541,"Mycobacterium phage JakeO, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.833879146
JF957060,CP027541,"Mycobacterium phage Timshel, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.844422925
MK279852,CP027541,"Mycobacterium phage Fringe, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.963765965
MK279857,CP027541,"Mycobacterium phage IronMan, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.906107965
MH825709,CP027541,"Mycobacterium phage NicoleTera, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.873076438
NC_028986,CP027541,"Mycobacterium phage Alice, complete sequence","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.830965042
NC_013694,CP027541,"Mycobacterium virus Peaches, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.96574733
MG757164,CP027541,"Mycobacterium phage PhenghisKhan, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.856839204
MG757165,CP027541,"Mycobacterium phage Phergie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.856839204
MG757162,CP027541,"Mycobacterium phage Opia, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.736967129
NC_022053,CP027541,"Mycobacterium phage Papyrus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.633536072
MG925354,CP027541,"Mycobacterium phage Ogopogo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.870404019
KT363731,CP027541,"Mycobacterium phage TheloniousMonk, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.75983072
MG925355,CP027541,"Mycobacterium phage OlanP, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.925267295
MF185728,CP027541,"Mycobacterium phage Finemlucis, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.389128784
MF185729,CP027541,"Mycobacterium phage KADY, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.88691188
MF185726,CP027541,"Mycobacterium phage Appletree2, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.689008481
MF185722,CP027541,"Mycobacterium phage Peanam, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.802712369
MH697575,CP027541,"Mycobacterium phage Adahisdi, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.666616226
MH697577,CP027541,"Mycobacterium phage Amochick, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.728000253
MH697576,CP027541,"Mycobacterium phage Aggie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.84260425
MH697579,CP027541,"Mycobacterium phage Cane17, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.874302418
MH697578,CP027541,"Mycobacterium phage Belladonna, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.481436798
NC_021061,CP027541,"Mycobacterium phage Butters, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.946146024
KT364588,CP027541,"Mycobacterium phage Hetaeria, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.96942253
NC_022058,CP027541,"Mycobacterium phage Adzzy, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.985600116
MF668283,CP027541,"Mycobacterium phage Smairt, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.664782257
MF668281,CP027541,"Mycobacterium phage RitaG, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.877419904
MF668280,CP027541,"Mycobacterium phage Phabba, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.813979448
MF668287,CP027541,"Mycobacterium phage Wachhund, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.921952351
MF668284,CP027541,"Mycobacterium phage Squint, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.848697498
MH697593,CP027541,"Mycobacterium phage Tapioca, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.948263889
MH697592,CP027541,"Mycobacterium phage Rando14, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.782274818
MH697591,CP027541,"Mycobacterium phage QueenBeesly, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.93196125
MH697590,CP027541,"Mycobacterium phage Phlegm, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.852829419
JN049605,CP027541,"Mycobacterium virus EricB, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.91455797
KY083062,CP027541,"Mycobacterium phage Millski, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.971277476
MH000607,CP027541,"Mycobacterium phage RiverMonster, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.915230943
MH000606,CP027541,"Mycobacterium phage Fascinus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.656961524
MK359312,CP027541,"Mycobacterium phage Fushigi, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.760196976
MK359311,CP027541,"Mycobacterium phage SmallFry, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.857488106
MK359310,CP027541,"Mycobacterium phage Katalie136, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.880809923
MK359317,CP027541,"Mycobacterium phage FrayBell, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.835258424
MK359316,CP027541,"Mycobacterium phage Cueylyss, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.869255414
MK359315,CP027541,"Mycobacterium phage MisterCuddles, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.883550621
MK359314,CP027541,"Mycobacterium phage Ewok, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.796117986
MK359318,CP027541,"Mycobacterium phage Specks, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.79694632
GQ303259,CP027541,"Mycobacterium phage Colbert, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.920754456
KJ829260,CP027541,"Mycobacterium phage YungJamal, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.914128611
MH230878,CP027541,"Mycobacterium phage Oogway, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.678971639
KX688047,CP027541,"Mycobacterium phage Marcoliusprime, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.674872725
MH910040,CP027541,"Mycobacterium phage Sauce, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.874166517
MH590587,CP027541,"Mycobacterium phage xkcd, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.899865921
KT591489,CP027541,"Mycobacterium phage Archie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.386999298
KM652553,CP027541,"Mycobacterium phage CaptainTrips, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.844861269
KM923971,CP027541,"Mycobacterium phage Kratio, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.805908123
MH727561,CP027541,"Mycobacterium phage Serendipitous, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.759092601
NC_025438,CP027541,"Mycobacterium phage Soto, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.972099298
NC_025433,CP027541,"Mycobacteriophage Taj, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.890671917
KX670828,CP027541,"Mycobacterium phage Todacoro, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.784010515
MH651169,CP027541,"Mycobacterium phage Burwell21, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.909141754
NC_029044,CP027541,"Mycobacterium phage Breeniome, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.827768319
NC_029043,CP027541,"Mycobacterium phage SweetiePie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.926859341
MF919530,CP027541,"Mycobacterium phage Sheila, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.972099298
MF919531,CP027541,"Mycobacterium phage SnapTap, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.919121245
MF919532,CP027541,"Mycobacterium phage Sulley, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.795469038
MF919534,CP027541,"Mycobacterium phage Superphikiman, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.93409468
MF919535,CP027541,"Mycobacterium phage Terminus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.926689022
MF919536,CP027541,"Mycobacterium phage TipsytheTRex, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.944840638
MF919538,CP027541,"Mycobacterium phage Updawg, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.948634731
MF919539,CP027541,"Mycobacterium phage Virapocalypse, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.964877076
NC_023577,CP027541,"Mycobacterium phage Obama12, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.917006953
NC_023572,CP027541,"Mycobacterium phage MichelleMyBell, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.961205627
JQ911768,CP027541,"Mycobacterium phage Ava3, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.811024317
NC_023578,CP027541,"Mycobacterium phage Oaker, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.687653425
MK112527,CP027541,"Mycobacterium phage Altwerkus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.923196307
MH727559,CP027541,"Mycobacterium phage Samty, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.492386311
MH727558,CP027541,"Mycobacterium phage Salacia, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.822805415
MH727551,CP027541,"Mycobacterium phage Kalah2, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.922384117
MH727557,CP027541,"Mycobacterium phage Paperbeatsrock, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.907032844
NC_022979,CP027541,"Mycobacterium phage Graduation, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.778011607
NC_022975,CP027541,"Mycobacterium phage HanShotFirst, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.669325521
NC_022977,CP027541,"Mycobacterium phage Artemis2UCLA, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.921476081
NC_022976,CP027541,"Mycobacterium phage Nala, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.942784448
MH045569,CP027541,"Mycobacterium phage Schiebel, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.449605462
KX721255,CP027541,"Mycobacterium phage Yucca, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.824893823
KX721256,CP027541,"Mycobacterium phage Erdmann, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.832593412
NC_021297,CP027541,"Mycobacterium phage PattyP, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.748893406
NC_021299,CP027541,"Mycobacterium phage PegLeg, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.887945967
KU055616,CP027541,"Mycobacterium phage Iracema64, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.938151342
MF324899,CP027541,"Mycobacterium phage Lokk, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.9560205
MH020236,CP027541,"Mycobacterium phage GageAP, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.769727462
MH020237,CP027541,"Mycobacterium phage Jsquared, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.92197133
MH020235,CP027541,"Mycobacterium phage Batiatus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.896715028
MH020238,CP027541,"Mycobacterium phage Lilith, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.885096111
MH020239,CP027541,"Mycobacterium phage Naca, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.907217794
NC_028889,CP027541,"Mycobacterium phage Florinda, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.914232325
KY319168,CP027541,"Mycobacterium phage CrystalP, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.907274144
MH651187,CP027541,"Mycobacterium phage Renaud18, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.883938791
MK310146,CP027541,"Mycobacterium phage Crespo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.464478865
NC_029077,CP027541,"Mycobacterium phage VohminGhazi, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.870222107
MF185733,CP027541,"Mycobacterium phage StepMih, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.879193333
MF185732,CP027541,"Mycobacterium phage Stagni, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.873985
MH399778,CP027541,"Mycobacterium phage Icee, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.910674454
MH399776,CP027541,"Mycobacterium phage Grum1, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.919695789
MH399777,CP027541,"Mycobacterium phage Houdini22, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.958748698
MH399774,CP027541,"Mycobacterium phage DoctorDiddles, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.876031665
MH399775,CP027541,"Mycobacterium phage Gareth, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.839773312
MH399770,CP027541,"Mycobacterium phage Biglebops, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.682734601
KY083058,CP027541,"Mycobacterium phage Abdiel, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.679041547
KY083059,CP027541,"Mycobacterium phage Achebe, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.873882892
JF704098,CP027541,"Mycobacterium virus JHC117, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.92235993
JF704099,CP027541,"Mycobacterium phage KLucky39, complete sequence","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.922145981
JF704096,CP027541,"Mycobacterium phage Ghost, complete sequence","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.852829419
JF704097,CP027541,"Mycobacterium virus Gladiator, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.88266762
JF704094,CP027541,"Mycobacterium phage ChrisnMich, complete sequence","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.749741264
JF704093,CP027541,"Mycobacterium virus Backyardigan, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.879311918
JF704091,CP027541,"Mycobacterium phage ABU, complete sequence","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.808737512
MK359326,CP027541,"Mycobacterium phage Pivoine, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.852829419
MK359327,CP027541,"Mycobacterium phage EmToTheThree, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.795172365
MK359324,CP027541,"Mycobacterium phage Tortoise16, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome",1,0.797088124
