phage,host,label,prob
KPA22S125Q4,C98,1,0.40406093054109243
KPA22S125Q4,C45,1,0.42792666804076723
KPK22S76Q1,C17,1,0.3551884417095498
KPK22S76Q1,C16,1,0.6765381536972884
KPK22S76Q1,C24,1,0.6342843432649141
KPK22S76Q1,C25,1,0.7582548744595539
KPK22S76Q1,C42,1,0.9419753423029597
KPK22S76Q1,C98,1,0.8183949879535372
KPK22S76Q1,C45,1,0.9107783088881115
KPA22S76Q3,C17,1,0.3814382814689628
KPA22S76Q3,C16,1,0.507546802635162
KPA22S76Q3,C24,1,0.4343996020243018
KPA22S76Q3,C25,1,0.5100044603575075
KPA22S76Q3,C42,1,0.45093237357275545
KPA22S76Q3,C98,1,0.45982993352015605
KPA22S76Q3,C45,1,0.42021001484827225
KPK22S93Q3,C17,1,0.4074794964138591
KPK22S93Q3,C16,1,0.9874256993006992
KPK22S93Q3,C24,1,0.9710123571730713
KPK22S93Q3,C25,1,0.39488015888956574
KPK22S93Q3,C42,1,0.9795166306773448
KPK22S93Q3,C98,1,0.5146653557290197
KPK22S93Q3,C45,1,0.9348658676982253
KPK22S93Q4,C17,1,0.4122108761452388
KPK22S93Q4,C16,1,0.9874256993006992
KPK22S93Q4,C24,1,0.9710123571730713
KPK22S93Q4,C25,1,0.37218452880826486
KPK22S93Q4,C42,1,0.9795166306773448
KPK22S93Q4,C98,1,0.522998689062353
KPK22S93Q4,C45,1,0.9410827989151566
KPK22S94Q3,C17,1,0.3562917525570086
KPK22S94Q3,C16,1,0.7206808923107627
KPK22S94Q3,C24,1,0.7715490935482394
KPK22S94Q3,C25,1,0.522386464665907
KPK22S94Q3,C42,1,0.9647047142759818
KPK22S94Q3,C98,1,0.7597559943674944
KPK22S94Q3,C45,1,0.9595442725556583
KPT22S96Q3,C16,1,0.8693141021144029
KPT22S96Q3,C24,1,0.8610430997490546
KPT22S96Q3,C25,1,0.5075093492041043
KPT22S96Q3,C42,1,0.8742009944858967
KPT22S96Q3,C98,1,0.7773880345024498
KPT22S96Q3,C45,1,0.6020591596516661
KPT22S34Q4,C17,1,0.2644746445247396
KPT22S34Q4,C16,1,0.4602969400719692
KPT22S34Q4,C24,1,0.4261025011175296
KPT22S34Q4,C25,1,0.4174729583524018
KPT22S34Q4,C42,1,0.5993991642235239
KPT22S34Q4,C98,1,0.45704950870844474
KPT22S34Q4,C45,1,0.7011245318889547
KPT22S34Q1,C17,1,0.2394046478809183
KPT22S34Q1,C16,1,0.4882478297928298
KPT22S34Q1,C24,1,0.5184647635080379
KPT22S34Q1,C25,1,0.776706487869492
KPT22S34Q1,C42,1,0.463007383920879
KPT22S34Q1,C98,1,0.5003532993930506
KPK22S34Q4,C17,1,0.3592739777506716
KPK22S34Q4,C16,1,0.925561129903235
KPK22S34Q4,C24,1,0.8313544638818033
KPK22S34Q4,C25,1,0.3466925734276974
KPK22S34Q4,C42,1,0.8971315455304527
KPK22S34Q4,C98,1,0.472972192522863
KPA22S125Q4,R57,0,0.4181175013692292
KPA208Q2,R55,0,0.4099294630032795
KPT22S96Q3,R55,0,0.17487976036635203
KPT22S71Q1,C15,0,0.35342245958776314
KPA208Q2,R54,0,0.38839571140799656
KPK22S94Q3,R41,0,0.19614780806285903
KPK22S76Q1,R52,0,0.18005936270597545
KPK22S93Q3,C47,0,0.5351180459699907
KPT22S42Q4,C17,0,0.3647810173378412
KPT22S69Q4,R56,0,0.15953830899322086
KPK22S94Q3,R60,0,0.09588518098198999
KPA22S125Q4,C47,0,0.388069388740081
KPM22S76Q1,R52,0,0.4378236477034148
KPK22S93Q4,R55,0,0.15636963405797918
KPK22S93Q4,R52,0,0.16953994020569227
KPA22S123Q2,R60,0,0.05820737991836386
KPA208Q2,C25,0,0.3181716729752045
KPK22S93Q3,R54,0,0.055691964814051954
KPS22S74Q3,R55,0,0.10533048385897929
KPA22S123Q2,C47,0,0.4501095871793687
KPK22S93Q3,C15,0,0.4735555780419552
KPS22S74Q3,C2,0,0.5193692638529407
KPT22S96Q3,R60,0,0.15280836302450387
KPT22S42Q4,R60,0,0.3194667998881951
KPT22S96Q3,C2,0,0.4993960839194275
KPT22S34Q1,C45,0,0.786933827446595
KPT22S34Q4,C2,0,0.5014069507855478
KPK22S76Q1,R40,0,0.285017626082676
KPA208Q2,C2,0,0.3931119025688229
KPT22S34Q1,C2,0,0.3499881593503726
KPA22S123Q2,R52,0,0.17567478894314703
KPA22S123Q2,C2,0,0.4528896146424418
KPT22S34Q1,R56,0,0.2943963898636941
KPT22S96Q3,C15,0,0.5350587339563158
KPT22S34Q1,R52,0,0.2943963898636941
KPK22S34Q4,R52,0,0.41332147202353137
KPT22S69Q4,C2,0,0.5632262973527202
KPT22S69Q4,C15,0,0.6274728930504522
KPT22S69Q4,R57,0,0.3569153480688921
KPT22S72Q1,C2,0,0.37449927982839426
KPA22S125Q4,C2,0,0.3818020940301884
KPT22S34Q4,C15,0,0.5341374025345214
KPA22S76Q3,C15,0,0.3596984492648047
KPT22S96Q3,R52,0,0.4316935356771554
KPK22S94Q3,C2,0,0.5711020326395158
KPK22S94Q3,C15,0,0.49517395965247896
KPA22S76Q3,C2,0,0.3178966006048907
KPT22S34Q4,R60,0,0.30338719092849775
KPA22S125Q4,R40,0,0.3795472571079541
KPA22S123Q2,R40,0,0.2202264296625761
KPT22S34Q1,C15,0,0.4947916118243525
KPK22S93Q3,R57,0,0.1248882186234856
KPK22S93Q4,R40,0,0.24805936084171035
KPT22S69Q4,C47,0,0.40372025630578234
KPA22S125Q4,R55,0,0.2618695783361827
KPT22S72Q1,C15,0,0.4071827232852749
KPT22S96Q3,C47,0,0.45125988276415346
KPT22S34Q1,R40,0,0.2865957105876304
KPA22S123Q2,C15,0,0.4166555812656341
KPA22S125Q4,C15,0,0.4022058953781992
KPT22S42Q4,C2,0,0.3000340797724823
KPS22S74Q3,C15,0,0.5483778674443172
KPT22S96Q3,R57,0,0.2683428780549933
KPK22S34Q4,C45,0,0.429876096231931
KPA208Q2,C15,0,0.442144520179254
KPK22S94Q3,C47,0,0.4909597437246172
KPT22S42Q4,C47,0,0.20073303592938915
KPT22S72Q1,C47,0,0.33597124213540996
KPM22S76Q1,R40,0,0.388995588525831
KPK22S34Q4,R40,0,0.27889431840710444
KPK22S34Q4,R55,0,0.16858930321728263
KPS22S74Q3,C47,0,0.5883926779604832
KPS22S74Q3,R40,0,0.3061526306122799
KPT22S34Q1,C47,0,0.31417237930298747
KPT22S96Q3,C17,0,0.4192206729170674
KPA208Q2,C47,0,0.31675605798853146
KPA22S125Q4,C42,0,0.3981454850760674
KPT22S34Q4,C47,0,0.43982347192342336
KPA208Q2,R40,0,0.38839571140799656
KPK22S76Q1,C2,0,0.5347938277826613
KPT22S34Q4,R40,0,0.16190935069647944
KPT22S34Q4,R55,0,0.30338719092849775
KPS22S73Q4,R60,0,0.37392982877146747
KPS22S73Q4,R58,0,0.32069488376890887
KPS22S73Q4,R57,0,0.37392982877146747
KPS22S73Q4,R56,0,0.1255872442406423
KPS22S73Q4,R55,0,0.37392982877146747
KPS22S73Q4,R54,0,0.1597932479560454
KPS22S73Q4,R53,0,0.32069488376890887
KPS22S73Q4,R52,0,0.2215045316798905
KPS22S73Q4,R40,0,0.21580464506954936
KPS22S73Q4,R41,0,0.37392982877146747
KPS22S73Q4,C15,0,0.36521560175136264
KPS22S73Q4,C2,0,0.344556832185658
KPS22S73Q4,C47,0,0.426664882426307
KPS22S74Q3,R60,0,0.052543716001920336
KPS22S74Q3,R58,0,0.3061526306122799
KPS22S74Q3,R57,0,0.11251238052622756
KPS22S74Q3,R56,0,0.22156026305988885
KPS22S74Q3,R54,0,0.3494112969761799
KPS22S74Q3,R53,0,0.3061526306122799
KPS22S74Q3,R52,0,0.3494112969761799
KPS22S74Q3,R41,0,0.10533048385897929
KPT22S69Q4,R60,0,0.43286134379929525
KPT22S69Q4,R58,0,0.15953830899322086
KPT22S69Q4,R55,0,0.36786878190519695
KPT22S69Q4,R54,0,0.15953830899322086
KPT22S69Q4,R53,0,0.15953830899322086
KPT22S69Q4,R52,0,0.15953830899322086
KPT22S69Q4,R40,0,0.15953830899322086
KPT22S69Q4,R41,0,0.31320656826240584
KPT22S71Q1,R60,0,0.347910224965907
KPT22S71Q1,R58,0,0.3220104534328681
KPT22S71Q1,R57,0,0.36967604055848674
KPT22S71Q1,R56,0,0.2938281156304504
KPT22S71Q1,R55,0,0.547970619498243
KPT22S71Q1,R54,0,0.31636831779073243
KPT22S71Q1,R53,0,0.31636831779073243
KPT22S71Q1,R52,0,0.31636831779073243
KPT22S71Q1,R40,0,0.23485788029702703
KPT22S71Q1,R41,0,0.547970619498243
KPT22S71Q1,C2,0,0.30596407653266267
KPT22S71Q1,C47,0,0.31798227229810344
KPT22S72Q1,R60,0,0.13679898088363765
KPT22S72Q1,R58,0,0.30343665913273704
KPT22S72Q1,R57,0,0.24076738725985702
KPT22S72Q1,R56,0,0.30343665913273704
KPT22S72Q1,R55,0,0.1643656204042477
KPT22S72Q1,R54,0,0.3640645492387065
KPT22S72Q1,R53,0,0.14365688438896448
KPT22S72Q1,R52,0,0.30343665913273704
KPT22S72Q1,R40,0,0.30343665913273704
KPT22S72Q1,R41,0,0.1643656204042477
KPA208Q2,R60,0,0.3201665670007966
KPA208Q2,R58,0,0.38839571140799656
KPA208Q2,R57,0,0.45619213652995405
KPA208Q2,R56,0,0.38839571140799656
KPA208Q2,R53,0,0.3249344316397405
KPA208Q2,R52,0,0.47296928574458513
KPA208Q2,R41,0,0.31816295609293016
KPA208Q2,C17,0,0.48371407165878033
KPA208Q2,C16,0,0.46082037859422614
KPA208Q2,C24,0,0.41441231783877136
KPA208Q2,C42,0,0.39924303761365587
KPT22S42Q4,R58,0,0.2198288752348248
KPT22S42Q4,R57,0,0.25764356492012847
KPT22S42Q4,R56,0,0.2198288752348248
KPT22S42Q4,R55,0,0.2652921771347515
KPT22S42Q4,R54,0,0.2198288752348248
KPT22S42Q4,R53,0,0.5258216322902356
KPT22S42Q4,R52,0,0.2198288752348248
KPT22S42Q4,R40,0,0.5258216322902356
KPT22S42Q4,R41,0,0.2652921771347515
KPT22S42Q4,C15,0,0.4283444238202687
KPT22S42Q4,C42,0,0.45082489488622085
KPM22S76Q1,R60,0,0.5812931086054637
KPM22S76Q1,R58,0,0.48874544906352146
KPM22S76Q1,R57,0,0.4033730589895941
KPM22S76Q1,R56,0,0.4378236477034148
KPM22S76Q1,R55,0,0.5498267934661899
KPM22S76Q1,R54,0,0.4378236477034148
KPM22S76Q1,R53,0,0.48874544906352146
KPM22S76Q1,R41,0,0.5019483210102006
KPM22S76Q1,C15,0,0.5683749948895146
KPM22S76Q1,C2,0,0.4149742904484613
KPM22S76Q1,C47,0,0.6017611776389947
KPR22S112Q1,R60,0,0.42119506750507424
KPR22S112Q1,R58,0,0.5533978161400785
KPR22S112Q1,R57,0,0.42119506750507424
KPR22S112Q1,R56,0,0.21762823544480378
KPR22S112Q1,R55,0,0.42119506750507424
KPR22S112Q1,R54,0,0.1391496868013253
KPR22S112Q1,R53,0,0.5533978161400785
KPR22S112Q1,R52,0,0.1391496868013253
KPR22S112Q1,R40,0,0.5533978161400785
KPR22S112Q1,R41,0,0.42119506750507424
KPR22S112Q1,C15,0,0.38653626099014987
KPR22S112Q1,C2,0,0.3866915002576049
KPR22S112Q1,C47,0,0.439651648252528
KPA22S123Q2,R58,0,0.2202264296625761
KPA22S123Q2,R57,0,0.14306423279472763
KPA22S123Q2,R56,0,0.09404954609370532
KPA22S123Q2,R55,0,0.10673419097506723
KPA22S123Q2,R54,0,0.08723386789342559
KPA22S123Q2,R53,0,0.2202264296625761
KPA22S123Q2,R41,0,0.10673419097506723
KPA22S125Q4,R60,0,0.42908780061852014
KPA22S125Q4,R58,0,0.4573589476333567
KPA22S125Q4,R56,0,0.4573589476333567
KPA22S125Q4,R54,0,0.4573589476333567
KPA22S125Q4,R53,0,0.4144386102186965
KPA22S125Q4,R52,0,0.4573589476333567
KPA22S125Q4,R41,0,0.37020098611009894
KPA22S125Q4,C17,0,0.39350766058594594
KPK22S76Q1,R60,0,0.044248949579831935
KPK22S76Q1,R58,0,0.0824905826445094
KPK22S76Q1,R57,0,0.04873144819947479
KPK22S76Q1,R56,0,0.054613471022770615
KPK22S76Q1,R55,0,0.12696415251414364
KPK22S76Q1,R54,0,0.0988654659311574
KPK22S76Q1,R53,0,0.285017626082676
KPK22S76Q1,R41,0,0.12696415251414364
KPK22S76Q1,C15,0,0.36689596578943984
KPK22S76Q1,C47,0,0.504641355368736
KPA22S76Q3,R60,0,0.3284090803391468
KPA22S76Q3,R58,0,0.32912958937371817
KPA22S76Q3,R57,0,0.3611798007043074
KPA22S76Q3,R56,0,0.32261541415724787
KPA22S76Q3,R55,0,0.3613646423424926
KPA22S76Q3,R54,0,0.2499747163004993
KPA22S76Q3,R53,0,0.2499747163004993
KPA22S76Q3,R52,0,0.32912958937371817
KPA22S76Q3,R40,0,0.34379500678048025
KPA22S76Q3,R41,0,0.3613646423424926
KPA22S76Q3,C47,0,0.4691993619748163
KPK22S93Q3,R60,0,0.13563553192612818
KPK22S93Q3,R58,0,0.24805936084171035
KPK22S93Q3,R56,0,0.04115681445062216
KPK22S93Q3,R55,0,0.1548071340579792
KPK22S93Q3,R53,0,0.24805936084171035
KPK22S93Q3,R52,0,0.1543547550205071
KPK22S93Q3,R40,0,0.24805936084171035
KPK22S93Q3,R41,0,0.1548071340579792
KPK22S93Q3,C2,0,0.5808608372092241
KPK22S93Q4,R60,0,0.15230219859279484
KPK22S93Q4,R58,0,0.24805936084171035
KPK22S93Q4,R57,0,0.1248882186234856
KPK22S93Q4,R56,0,0.03282348111728882
KPK22S93Q4,R54,0,0.047358631480718616
KPK22S93Q4,R53,0,0.24805936084171035
KPK22S93Q4,R41,0,0.15636963405797918
KPK22S93Q4,C15,0,0.4488690033553805
KPK22S93Q4,C2,0,0.5546468391202262
KPK22S93Q4,C47,0,0.5459492425511873
KPK22S94Q3,R58,0,0.26710513552034626
KPK22S94Q3,R57,0,0.16565071488402464
KPK22S94Q3,R56,0,0.07099088871754208
KPK22S94Q3,R55,0,0.19614780806285903
KPK22S94Q3,R54,0,0.12328072828465236
KPK22S94Q3,R53,0,0.26710513552034626
KPK22S94Q3,R52,0,0.24291655504585258
KPK22S94Q3,R40,0,0.26710513552034626
KPT22S96Q3,R58,0,0.371724841214274
KPT22S96Q3,R56,0,0.1628077060219835
KPT22S96Q3,R54,0,0.16051664143576339
KPT22S96Q3,R53,0,0.371724841214274
KPT22S96Q3,R40,0,0.371724841214274
KPT22S96Q3,R41,0,0.17487976036635203
KPT22S34Q4,R58,0,0.40639731445182786
KPT22S34Q4,R57,0,0.25734911743860667
KPT22S34Q4,R56,0,0.46823571770171263
KPT22S34Q4,R54,0,0.46823571770171263
KPT22S34Q4,R53,0,0.46823571770171263
KPT22S34Q4,R52,0,0.3856829500872601
KPT22S34Q4,R41,0,0.26188615447564373
KPT22S34Q1,R60,0,0.17679966840652925
KPT22S34Q1,R58,0,0.2828022644931127
KPT22S34Q1,R57,0,0.091578539922188
KPT22S34Q1,R55,0,0.17679966840652925
KPT22S34Q1,R54,0,0.2943963898636941
KPT22S34Q1,R53,0,0.2828022644931127
KPT22S34Q1,R41,0,0.09006338840703647
KPK22S34Q4,R60,0,0.0852040405773582
KPK22S34Q4,R58,0,0.27889431840710444
KPK22S34Q4,R57,0,0.07969493306527893
KPK22S34Q4,R56,0,0.25473680234072427
KPK22S34Q4,R54,0,0.17490767618721115
KPK22S34Q4,R53,0,0.27889431840710444
KPK22S34Q4,R41,0,0.16858930321728263
KPK22S34Q4,C15,0,0.3006479515530746
KPK22S34Q4,C2,0,0.4096217017799159
KPK22S34Q4,C47,0,0.856212633849722
