,gene,importance
192,gene=dapA_7,0.0
193,gene=nimR_8,0.0
194,gene=wecE_1,0.0
195,gene=ubiE,0.0
196,gene=xylH_2,0.0005023057352685023
197,gene=nhaP2_2,0.0
198,gene=aroA_1,1.0904756700826825e-07
199,gene=outO_4,0.0
200,gene=cysQ_2,0.0
201,gene=ulaE,0.0
202,gene=lysDH,0.0
203,gene=ybiH,0.0
204,gene=glnH_1,0.0
205,gene=uspA_2,0.006361091373211204
206,gene=folM,0.0
207,gene=cbiG_1,0.0
208,gene=nqrB_1,0.0
209,gene=hutG_2,0.0
210,gene=clsA,0.0
211,gene=dcuB,0.0
212,gene=mcpQ,0.00020164804718898679
213,gene=gbsA,0.0
214,gene=rstA_1,0.0
215,gene=imm2,0.0
216,gene=prlC,0.0
217,gene=xylB_4,0.0027603965116565483
218,gene=torC,0.0
219,gene=astB,0.0
220,gene=purR_1,2.1745820734679667e-05
221,gene=nlhH_3,0.0
222,gene=maeB_2,0.0
223,gene=bigR_2,0.0
224,gene=rhaS_2,0.0
225,gene=ubiI_1,0.0
226,gene=petB,0.0
227,gene=map_1,0.0
228,gene=moaE1,0.0
229,gene=lcdH_2,0.0
230,gene=ftsL_1,0.0
231,gene=fsaA,0.0
232,gene=cyaA_2,0.0
233,gene=hsaD,0.006140289040632258
234,gene=pyrG_1,0.0002028746349868379
235,gene=ahpD,3.6327591259576014e-05
236,gene=ldhA_2,0.0
237,gene=fabD_3,0.0
238,gene=rsmF,0.0
239,gene=ligA_1,0.0
240,protein=Putative multidrug export ATP-binding/permease protein,0.00019501587291425262
241,protein=PTS system EIIBC component,0.0
242,gene=ppa_1,0.0
243,gene=serS_2,0.0
244,gene=thiK_1,2.0982653752864073e-05
245,gene=chrA1_1,0.0
246,gene=ccmK2_1,1.5384411617747697e-07
247,gene=acrR_1,0.0
248,gene=torR,8.282699663572742e-05
249,gene=aroL,0.0
250,gene=tsaQ1_2,0.0
251,gene=lgrB_4,0.0
252,gene=mdlC_1,0.0
253,gene=sfaS_1,8.865391083257428e-06
254,gene=osmC_1,0.0
255,gene=rcnR,0.0
256,gene=yqjI,0.0
257,gene=secB,0.0
258,gene=racE,0.0
259,gene=metI_1,0.0
260,gene=nepI_6,0.0
261,gene=aroK_2,0.0
262,gene=ttuE,0.0
263,gene=vdcA_2,0.0
264,gene=talB_1,1.0636389406809896e-06
265,gene=glnP_3,0.0
266,gene=lgrD_1,5.795613157546624e-06
267,gene=mltB,0.0
268,gene=glnE_1,0.0
269,gene=thlA_2,0.0
270,gene=gltX_2,0.0
271,gene=tesA,0.0
272,gene=rplS_2,8.755919891530494e-08
273,gene=puuA_1,0.0
274,gene=yiaW_1,1.5426805186407655e-05
275,gene=bmr3,0.0
276,gene=dmlR_42,0.0
277,gene=hemX_2,0.0
278,gene=deoA,0.0
279,gene=yafN,0.0
280,gene=ydgC,0.0
281,gene=exbD_1,0.0
282,gene=clpC_2,0.0
283,gene=catD_1,1.1738472710268894e-06
284,gene=mdtH_4,0.0
285,gene=yccF,0.0
286,gene=gntK_1,0.0
287,gene=absAa,0.0
288,gene=tatB_2,0.0
289,gene=lutR_2,6.252333941859303e-07
290,gene=yejM_1,0.0
291,gene=dgt,2.1769388953484086e-05
292,gene=rnc_2,0.0
293,gene=adeQ,0.0
294,gene=fucP_3,0.0
295,gene=chbR_3,2.0289536616856227e-06
296,gene=sbcD_2,0.0
297,gene=pfp,2.8187401739237742e-05
298,gene=flgE,0.0
299,gene=hemG_2,0.0
300,gene=yfmJ,0.0
301,gene=nicX,0.0
302,gene=nfrA2,0.0
303,gene=znuC_2,0.0
304,gene=rlmN_1,0.0
305,gene=tam_2,4.5056385738956315e-07
306,gene=dgt_2,4.2431553451321794e-05
307,gene=nadK,0.0
308,gene=vdcA_1,0.0
309,gene=rfbC,0.00024315021852438248
310,gene=setA_2,0.0
311,gene=bssS_2,0.0
312,gene=pcnB,0.0
313,gene=hemD_2,0.0
314,gene=tcyA,0.0
315,gene=bkdB,0.0
316,gene=nagL,0.0
317,gene=pht2,1.2527202901402966e-07
318,gene=allS,0.0
319,gene=dctA_2,0.0
320,gene=dmlA_1,0.0
321,gene=srpG,0.0
322,gene=ywrO_2,0.0
323,gene=rapA,5.9596142484803106e-06
324,gene=modE_2,0.0
325,gene=licC_2,0.0
326,gene=yehX_2,0.0
327,gene=idi,0.0
328,gene=yeaP,1.6525106796772023e-05
329,gene=pflA_1,0.0
330,gene=rsmJ,0.0
331,gene=yedI_2,0.0
332,gene=csgD_3,0.0
333,gene=rplA_1,0.0
334,gene=pgdA_2,0.0
335,gene=nhaA_2,8.309747869008474e-07
336,gene=yhhX,0.0
337,gene=iaaH_2,1.855258496309225e-05
338,gene=srpA,0.0
339,gene=dctA_3,0.0
340,gene=cirA_6,0.0
341,gene=adaA_3,0.0
342,gene=fecI_10,0.0
343,gene=slyD_2,0.0
344,gene=nuoL,0.0
345,gene=phnD_3,0.0
346,gene=gspH_2,0.0
347,gene=rseB_2,0.0
348,gene=hxuB_2,0.0
349,gene=accD_1,0.0
350,gene=cmoA_3,0.0
351,gene=lolC_1,0.0
352,gene=mntA_1,4.1880889104044666e-05
353,gene=btuF_1,0.0
354,gene=mdoC_1,0.0
355,gene=tdeA,0.0
356,gene=ulaC_6,0.0
357,gene=chaA_1,0.0
358,gene=ybhS_2,0.0
359,gene=gapA_2,0.0
360,gene=glbN,0.0
361,gene=fadL,2.6488065888155052e-06
362,gene=pduL_2,6.666333073860334e-07
363,gene=aceB_1,0.0
364,gene=rcsF_2,0.0
365,gene=rplP,0.0
366,gene=rlmD,0.0
367,gene=ycdT_5,0.0
368,gene=polA,7.270212685264685e-06
369,gene=hmrR_1,0.0
370,protein=putative HIT-like protein,0.0
371,gene=nadA_2,0.0
372,gene=chbG_1,0.0
373,gene=licC_7,0.0005604482882531233
374,gene=csgA,0.0007834421811312292
375,gene=cutD_3,5.788584887186293e-07
376,gene=recQ_1,0.0
377,gene=sigL,1.4180811148183234e-07
378,gene=ydbM_2,0.0
379,gene=tnpR_2,1.6589035863451325e-06
380,gene=rpsL_2,0.0
381,gene=narI_1,0.0
382,gene=regB,0.0
383,gene=rmd,0.0
384,gene=algJ,0.0
385,gene=esiB_6,0.0
386,gene=pqiB_5,0.0
387,gene=frlB_2,0.0010778517088773946
388,gene=rluB_1,0.0
389,gene=leuC,0.0
390,gene=efeU_1,0.0
391,gene=mtlD_1,0.0
392,gene=yhaJ_3,1.1636032626269136e-06
393,gene=atpG_1,0.0
394,protein=Glycogen synthase,7.559695733173267e-06
395,gene=ycf3,0.0
396,gene=tlyC_2,0.0
397,gene=ptk,0.0
398,gene=rplQ_2,0.0
399,gene=iolB,0.0
400,gene=nodM,0.0008101200236377699
401,gene=cimH_2,0.0
402,gene=yehT_2,0.0
403,gene=rlmJ_1,0.0
404,gene=ppaC,0.0
405,gene=lptG_3,0.0
406,gene=xpsD,0.0
407,gene=mcp4,0.0
408,gene=bla,8.017017943035429e-07
409,gene=apt,0.0
410,gene=shlB_5,0.0
411,gene=tagG_2,4.607861639591724e-05
412,gene=ydhP_1,0.0
413,gene=osmY_3,0.0
414,gene=speA_2,0.0
415,gene=aaeA_5,0.0
416,gene=ydgT,0.0
417,gene=cyoB_2,0.00022771123013719046
418,gene=prr,0.0
419,gene=tmk_5,0.0
420,gene=glpD_2,0.0
421,gene=betT2,0.0
422,gene=ddpF_2,4.788200243325061e-06
423,gene=gntT_2,8.141167023306622e-07
424,gene=argE,0.0003079487182622002
425,gene=frlD,0.0
426,gene=yfiN_1,2.4810791563620457e-08
427,gene=glpR_8,0.0
428,gene=tetA_3,0.0008865802817107849
429,gene=envZ,0.0
430,gene=dhaD_2,0.0
431,gene=tfoX1_1,0.0
432,gene=adrA_3,0.0
433,gene=mrcA_2,0.0
434,gene=ttuD_2,0.0002632588467386732
435,gene=evgA,0.0
436,gene=gsiC_5,0.001979795734694627
437,protein=Gluconate 2-dehydrogenase cytochrome c subunit,3.973980107387527e-08
438,gene=glnK,0.0
439,gene=wecF,0.0
440,gene=htrE,0.0
441,gene=pht2_2,0.0
442,gene=ndk_2,0.0
443,gene=osmW,5.2545099686578144e-05
444,gene=rpmC,0.0
445,gene=trpD_2,0.0
446,gene=rsxA,0.0
447,gene=lsrD_1,0.0
448,gene=klcA_1,0.003320680294487436
449,gene=proQ_2,0.0
450,gene=trxB,0.0
451,gene=lamB_4,1.1846776803030437e-05
452,gene=hscB_1,0.0
453,gene=cynR_12,0.0
454,gene=galK_1,0.0
455,gene=por_3,3.6801782835453008e-06
456,gene=tcmH,0.0
457,gene=opuAB_1,0.0
458,gene=amaB_2,0.0
459,gene=tfoX1_2,0.0
460,gene=yjcH_2,0.0
461,gene=yjcC_2,8.966153224023752e-06
462,gene=intQ,1.829794508820734e-05
463,gene=glpR_1,0.0
464,gene=hisS_2,0.0
465,gene=treR_1,0.0
466,gene=dsbD_2,0.0
467,gene=phnJ_1,0.0
468,gene=ftsN_3,0.0
469,gene=mlhB,0.0
470,gene=glpF_3,0.0
471,gene=arsC_1,0.0
472,gene=orfC,3.244787112190177e-06
473,gene=pphA_1,4.4842842751362275e-05
474,gene=kefG,4.3376920973320314e-06
475,gene=rhaD,0.0
476,gene=sulA,0.0
477,gene=mltA_2,0.0
478,gene=fucO,0.00011320962811800507
479,gene=degA,7.072567917904429e-06
480,gene=cusR_2,1.1141263084301044e-05
481,gene=oppF_1,0.0
482,gene=moaA_2,0.0
483,gene=topA_1,0.0
484,gene=budC_2,0.0
485,gene=yofA_3,0.0
486,gene=udk_1,0.0
487,gene=higA1_1,0.0002220846488562219
488,gene=rplV_1,0.0
489,gene=cysK,0.0
490,gene=kdsC,0.0
491,gene=fabG_22,0.0
492,gene=hinT,0.0
493,gene=xcpT_3,0.0
494,gene=ygbM_1,0.0
495,gene=moaE_2,0.0
496,gene=elbB_1,0.0
497,gene=rne_1,0.0
498,gene=lptB_5,0.0
499,gene=dmlR_46,0.0
500,gene=mmsA,7.119026571076817e-07
501,gene=pdxA2_1,0.00014107306106790987
502,gene=pgrR_4,0.0
503,gene=nuoG,0.0
504,protein=Thioredoxin C-1,0.0
505,gene=azoR_2,0.0
506,gene=lpdA_2,0.0
507,gene=amyA_1,0.0
508,gene=moeA,0.0
509,gene=fecE,1.1093628620056139e-05
510,gene=yjjX,0.0
511,gene=yycB_4,0.0
512,gene=recO,0.0
513,gene=hflK_1,0.0
514,gene=pleD,0.0
515,gene=ugpA_3,0.0
516,gene=ltrA_3,1.1124420384015673e-05
517,gene=higA-2_3,0.0
518,protein=Putative TrmH family tRNA/rRNA methyltransferase,0.0
519,gene=metC,9.068431549823077e-06
520,gene=udh,0.0
521,gene=fbaB,0.0
522,gene=ydcZ_2,0.0
523,gene=bglA_2,0.0
524,gene=acoC,7.284099577420907e-09
525,gene=emrD,0.0
526,gene=bdhA_2,0.0
527,gene=traD,0.0004514638980069562
528,gene=bkdA2,0.0
529,gene=ccpA_1,1.3944521534400107e-05
530,gene=cysZ,0.0
531,protein=putative acyl-CoA dehydrogenase fadE25,0.004435123314147088
532,gene=betI,0.0003134975506442111
533,protein=Non-reducing end alpha-L-arabinofuranosidase BoGH43B,3.417758677806171e-06
534,gene=phoB,1.6161648252927148e-06
535,gene=csrA_4,0.0
536,gene=ettA_2,3.218473023078504e-05
537,gene=ptsO,0.0
538,gene=mmuM_2,0.0
539,gene=aroE_4,3.040647929943456e-06
540,gene=cusC_1,0.0
541,gene=kdsC_2,0.0
542,gene=lysC_2,0.0
543,gene=astB_3,0.0
544,gene=tauA_1,3.2120405946888816e-07
545,gene=murI_2,0.0
546,gene=ruvB_2,0.0
547,gene=mggB,0.0
548,gene=ydcV_6,0.0
549,gene=alkA_1,0.0
550,gene=cbiE,0.0
551,gene=ltaE,0.0
552,gene=zur_1,3.980526482948574e-05
553,gene=sad,0.00023536111388002294
554,gene=cheW_2,0.0
555,gene=recD_2,2.4269802366948986e-05
556,gene=rsmA_2,3.971442895711347e-06
557,gene=yajI_1,0.0
558,gene=aac,0.0
559,gene=mgtB,0.0
560,gene=rarA,0.0
561,gene=edd_2,0.0
562,gene=hcpC_1,0.0
563,gene=yhdG_5,0.0
564,gene=mntB_4,6.42766245246733e-05
565,gene=atl,0.0
566,gene=gcvT_3,0.0
567,protein=5'-nucleotidase,0.0
568,gene=gbuC_2,0.0
569,gene=dosC,2.605892501608957e-05
570,gene=aroH_2,0.0
571,gene=yfdE_3,0.0
572,gene=prtR_3,0.0
573,gene=ansA,0.0
574,gene=yvoA_5,0.0
575,gene=pht2_1,0.0
576,gene=rsd_1,0.0
577,gene=tdh,0.0
578,gene=fhuA_5,0.0
579,gene=atsA_1,0.0
580,gene=ttdT,0.0
581,gene=slyA_3,0.0
582,gene=ygdR_3,0.0
583,gene=drrA_3,0.0
584,gene=oxyR_2,0.0
585,gene=trkH,0.0
586,gene=vgrG1_7,0.0
587,gene=dtd_1,0.0
588,gene=hisM,0.0005577642946677531
589,gene=ugd,4.0486278477687715e-07
590,gene=ykoT_2,6.671952039075373e-08
591,gene=recD_1,6.610982566703689e-07
592,gene=secB_2,0.0
593,gene=talB_2,4.235118653054603e-06
594,gene=gltK_2,0.0
595,gene=gspH_1,0.0
596,gene=exbD_3,0.0
597,gene=ywiE_1,0.0
598,gene=mlaA,0.0
599,gene=rfaF_2,0.0
600,gene=thyA_1,4.037427571837374e-06
601,gene=fhlA,0.0
602,gene=osmB_3,0.0
603,gene=dam_3,9.466844482622988e-07
604,gene=aroL_1,0.0
605,gene=dam_1,0.0001428937839351955
606,gene=artQ_3,0.0
607,gene=bhsA_3,0.0
608,gene=mqo_1,0.0
609,gene=czcS_1,0.0
610,gene=ptsG_4,0.0
611,gene=novJ,0.0
612,gene=amiA_2,0.0
613,gene=cyoE_1,0.0
614,gene=yehC,0.0
615,gene=ydcV_4,0.0
616,gene=trpR_1,0.0
617,gene=dinI_6,1.1311952363885125e-05
618,gene=galF_2,0.0
619,gene=tipA,0.0
620,gene=yadV_2,0.00017791066490816497
621,gene=relE_2,4.9427654756512164e-06
622,gene=mopA,0.0
623,gene=sugE_2,0.0
624,gene=nuoB_1,0.0
625,gene=ihfB_1,0.0
626,gene=dbpA,0.0
627,gene=fis_1,0.0
628,gene=hyfB,0.0
629,gene=fbp_1,0.0
630,gene=hmuU_6,0.0
631,gene=lacG_1,0.00036101809969361876
632,gene=murD_1,0.0
633,gene=grxA,1.8349617734410028e-05
634,gene=ddlA_1,0.0
635,gene=surE_1,5.9033387607933954e-08
636,protein=Fluoroacetate dehalogenase,0.0
637,gene=aspT_1,0.0
638,gene=mdtC_2,0.0
639,gene=clcA_1,0.0
640,gene=nimR_12,0.0
641,gene=glgB_1,3.8951116421722597e-08
642,gene=hdeB_2,0.0
643,gene=soj,6.655798136193036e-06
644,gene=hom_2,0.0
645,gene=mdfA,0.0
646,gene=rcsB_1,0.0
647,gene=ligA_3,0.0
648,gene=cusS_3,6.242611184780381e-05
649,gene=yidH,0.0
650,gene=dsbD_1,0.0
651,gene=fkpB_2,0.0
652,gene=holC_1,0.0
653,gene=mshD_2,0.0
654,gene=aroB_2,0.0
655,gene=pknK_3,0.0
656,gene=mbtB,3.1052864270427124e-05
657,gene=alr_2,0.0
658,gene=nadD_1,0.0
659,gene=cobL,0.0
660,gene=gstB_1,0.0
661,gene=ybiO_1,0.0
662,gene=pucI_3,0.0
663,gene=yxeP_6,0.0
664,gene=lacZ,0.0013684432407792533
665,gene=desA3,0.0
666,gene=sodB_1,0.0
667,gene=gltC_1,0.0
668,gene=betC,0.0
669,gene=aas,0.0
670,gene=dsrB,0.0
671,gene=pyrI,0.0
672,gene=wecC_1,0.0
673,gene=hmuT_2,0.0
674,gene=yjhB_2,0.0
675,gene=btuB_2,2.654240907933443e-08
676,protein=Trans-acting enoyl reductase,0.0
677,gene=thiK,2.4860490734640165e-06
678,gene=ftsZ_2,0.0
679,gene=nudI_2,0.0
680,gene=dnaE2,0.0
681,gene=murE_2,0.0
682,gene=proV_2,0.0
683,gene=rlmL,0.0
684,gene=crcB,0.0
685,gene=ytfQ_2,0.0
686,gene=ttuB_1,0.0
687,gene=proA,1.490198723136813e-06
688,gene=tlyC,0.0
689,gene=dedD_2,0.0
690,gene=mltG,0.0
691,gene=ybdG_3,0.0
692,gene=glcR_2,0.0
693,gene=hyuC,0.0
694,gene=garD_2,0.0
695,gene=algA,0.0
696,gene=cysH,0.0
697,gene=gdhI,0.0
698,gene=hcnC,0.0
699,gene=yjhB_5,0.0
700,gene=mdtJ,0.00017846586004187416
701,gene=tagG,0.0
702,gene=artM_5,0.0
703,gene=flgD,0.0
704,gene=bsaA,0.0
705,gene=cia,0.0
706,gene=yodB_2,0.0
707,gene=prfA,0.0
708,gene=adrA_1,0.0
709,gene=fbaA_3,1.9318909875391404e-05
710,gene=gltC_9,0.0
711,gene=treB_1,0.0
712,gene=dnaT_2,0.00016034913847311322
713,gene=glnG_2,0.0
714,gene=rcsB_7,0.0
715,gene=gloA_1,0.0
716,gene=seqA,0.0
717,gene=narK_2,0.0
718,gene=glmU_2,7.195143308661345e-06
719,gene=pknD,0.0
720,gene=nicP_3,0.0
721,gene=glcR_3,0.0003419272432375268
722,gene=fecI_2,0.0
723,gene=ydcU,0.0
724,gene=dmlR_5,0.0
725,gene=hypA_2,0.0003646594503264721
726,gene=dtpC_1,0.0
727,gene=fdoH_1,0.0
728,gene=sdhA,0.0
729,gene=polC_1,0.0
730,gene=yclQ_2,0.0
731,gene=epsF_5,0.0
732,gene=oppC,0.0
733,gene=acrZ_2,0.0
734,gene=paaZ_2,0.0
735,gene=uup_1,0.0
736,gene=trpE,0.0
737,gene=yqeG,0.0
738,gene=rffH,0.0031439279912584593
739,gene=tdk_2,0.0
740,gene=acrB_1,0.0
741,gene=gatB,1.7238648622194596e-07
742,gene=rutD_2,3.0559999636883168e-06
743,gene=yscY,0.0
744,gene=algA_2,0.0
745,gene=fumC_3,0.0
746,gene=dpaL,0.0
747,gene=hpcH_2,0.0
748,gene=paaF_5,0.0
749,gene=glnQ_10,0.0
750,gene=recB,0.0
751,gene=nupC_4,0.0
752,gene=cat_2,0.0
753,gene=flgA,0.0
754,gene=algB_1,0.0
755,gene=pcaH,0.0
756,gene=pstS_1,0.00018148254306768856
757,gene=sucC,0.0
758,gene=tsr_1,0.0
759,gene=baeR_2,0.0
760,gene=fdoH,0.0
761,gene=wecA,0.0
762,gene=ywrO,0.0
763,gene=ywrO_3,0.0
764,gene=pstB,0.0
765,gene=atl_2,0.0
766,gene=pctC,0.0
767,gene=rplJ_1,0.0
768,gene=selA_1,0.0
769,gene=lexA,0.0
770,gene=srkA_3,0.0
771,gene=pomZ,1.4882228452848767e-05
772,gene=dld_1,0.0
773,gene=ybiC_2,0.0
774,gene=slmA,0.0
775,gene=pspB,0.0
776,gene=yecS_10,0.0
777,gene=manX_2,0.0
778,gene=rppH_3,0.0
779,gene=ssuC_8,0.0
780,gene=shlB_2,0.0
781,gene=rpsP_1,0.0
782,gene=dhbB,0.0
783,gene=comEC_2,0.0
784,gene=barA_6,0.0
785,gene=lpxH_2,0.0
786,gene=ymgA,0.0
787,gene=secB_1,0.0
788,gene=tfdS,0.0
789,gene=galE,0.0
790,gene=xpsE,0.0
791,gene=phnA_1,0.0
792,gene=sodA_2,0.0
793,gene=xerD_6,0.00013928328484215735
794,gene=lacG,0.0
795,gene=eamB_1,0.0
796,gene=rpsO_1,0.0
797,gene=sucD_1,0.0
798,gene=yfcQ_3,0.0
799,gene=papH,0.0
800,gene=cspD_2,0.0
801,gene=rusA_1,4.1831921475693255e-05
802,gene=rlmH_1,0.0
803,gene=afr_1,0.0
804,gene=kgtP_3,0.0
805,gene=yerA,0.0
806,gene=tus_2,0.00029285024720673185
807,gene=cmtR,2.1819865451062587e-05
808,protein=Ferredoxin--NADP reductase,0.0
809,gene=rbsD,0.0
810,gene=dksA_3,0.000213137674526498
811,gene=ligE,0.0
812,gene=viuB_2,0.0
813,gene=mgsA,0.0
814,protein=2-haloacrylate reductase,0.0002775421131770879
815,gene=cynR_4,0.0
816,gene=moaD_2,0.0
817,gene=malE_2,0.0
818,gene=ycnE,0.0
819,gene=garK_4,0.0
820,gene=cstA_2,0.0
821,gene=nasD_1,0.0
822,gene=pbpG,0.0
823,gene=manX_3,9.03856025702314e-08
824,gene=glxR_1,0.0
825,gene=srlB_1,6.47697239742574e-06
826,gene=codAch2,0.0
827,gene=rpfG_2,0.0
828,gene=potA_2,0.0
829,gene=frdD_2,0.0
830,gene=rmlC,2.85550955650633e-07
831,gene=fliE,0.0
832,gene=bin3_1,2.076150386401713e-05
833,gene=aruC,0.0
834,gene=trkA,0.0
835,gene=rcsD_2,0.0
836,gene=queD_2,0.0
837,gene=rpsG,0.0
838,gene=nimR_4,0.0
839,gene=gltC_11,0.0
840,gene=nicP_4,0.0
