gene,importance
gene=yhjV,0.00024331040512776304
gene=ampC_2,0.00024079299730221134
gene=hha,0.0003503941090892605
gene=virB,0.00034805958919591033
gene=yjcS_1,0.01850927903451885
gene=ybcI,0.013102965704138237
gene=hscA_2,0.0008753926994936726
gene=lpfB_3,0.0006711352349115277
gene=rstB_1,0.00021311894898735724
gene=bin3,0.0003235228676215825
gene=gmr,0.007315650748244479
gene=dosC_1,0.0004914444851680267
protein=Putative 2-dehydropantoate 2-reductase,0.00095214664825234
gene=manP,0.0003299502948027042
gene=trpD_1,0.00022418582565267617
gene=dinI_4,0.00036366971953459256
gene=hutH_2,0.0005071332763055415
gene=ulaA_4,0.0005381037733979975
gene=sfaS,0.0026831664435683898
gene=phoP_3,0.00025606938365739057
gene=oppF_5,0.000290086534605431
protein=Thermostable monoacylglycerol lipase,0.0055805153328718615
gene=neoG,0.007820693968235077
gene=yraI,0.0006759035124022023
gene=tehB_3,0.0004656933582065872
gene=ptsI_2,0.0002460759818642547
gene=flr_2,0.0002832073553201801
gene=recE,0.0004510909894258958
gene=phoE_1,0.00046988087855684484
gene=era_1,0.0003075579826557744
gene=mdtJ_2,0.00044227765661846504
gene=entA_2,0.0004643120594672462
gene=atoB,0.0003520842446315573
gene=rfaG_1,0.0006468362781116366
gene=pagL,0.0006712346818785907
gene=ptsI,0.0004466027361858705
gene=gatA,0.0003783843832712108
gene=yadV,0.00022670168963363706
gene=rhtB_3,0.0003181467746541213
gene=baiA1,0.0006398747834411219
protein=Adenosine monophosphate-protein transferase NmFic,0.0004392438020801124
gene=mnmE,0.00047059300490996897
gene=fabG_10,0.0004999740533320036
gene=gpFI,0.00022843612457757562
gene=folE2_2,0.0004300150277618432
gene=amsI,0.0003467790575198388
gene=ygjK,0.0008721266122200527
gene=dxs_3,0.0002401372023799248
gene=hisQ_3,0.0003421416913354728
gene=yhaI,0.00029975598992985176
gene=xerD_5,0.0005416064659463941
gene=gdhA_3,0.00028922410867641474
gene=bbsG,0.0006552939164592472
gene=ilvB,0.0002213728279822812
gene=nucH,0.0003790594865126976
gene=hpxO,0.011207619508829359
gene=hadI,0.00027161348567002967
gene=grsB,0.00038915971798188036
gene=lpfC',0.000518780981234666
gene=tktB_2,0.0012585282476429015
gene=motA,0.0003953995876974005
gene=gcl,0.004697356053096997
gene=arcB_2,0.00029477689079657427
gene=srfAA,0.0020613763656424193
gene=acnA_2,0.00024251295465476083
gene=cutC_4,0.0006042988087196869
gene=ydhC,0.0005710912958695592
gene=hcpA,0.000608380810640497
gene=lacC_2,0.0003300042639068832
gene=acsAB,0.000387925578934919
gene=ttuC',0.0006406317392104433
gene=ycbV_3,0.019881691438695708
gene=ttdA,0.003630976090781957
gene=rnfC,0.0003981693961111538
gene=bdcA_2,0.0004799325707790582
gene=pleD_5,0.0003207764162188742
gene=vgrG1_2,0.00039032464181784036
gene=frlB,0.0007402099822285713
gene=msbA,0.005375569719870555
gene=tktB_1,0.0004966016241535399
gene=iutA_1,0.00025326355162760876
gene=moeB_2,0.0004307447982198466
gene=rsxC_2,0.00044847196427836504
gene=fur_1,0.0004790404655756896
gene=pimB_1,0.00020056676750053345
gene=putP,0.001194557495733358
gene=mdtD,0.00024195713016074639
gene=yciC_5,0.0008487008980439188
gene=mngB,0.0003003623737122278
gene=pspF,0.0003581897812197903
gene=macA_3,0.00032971464022192056
gene=tufA,0.000851958424783683
gene=rclR_5,0.0003488754942990406
gene=stiP,0.0005297358980460851
gene=acsAB_1,0.0012754691570853124
gene=xylH_1,0.0003101283793071963
gene=holE,0.0003723035553123461
gene=ydiO,0.016924615485286225
gene=zraS_1,0.00036816816277806733
protein=Putative anti-sigma factor antagonist,0.001032919708632328
gene=fic_2,0.0030926072119252753
gene=tamB_1,0.00037422056458352715
gene=ccmC,0.0002689450914122236
gene=traC_1,0.000367180645559436
gene=thrS_3,0.00042424471907555295
gene=ccmK,0.0002830547382804149
gene=hindIIIM,0.0002739839122579821
gene=evgS,0.0004880332836992965
gene=gmd,0.00893253615662468
gene=vgrG1,0.00026111858548938664
gene=ydfK_3,0.00026573628296832166
gene=pyrC,0.0005718489811533772
protein=Oxaloacetate decarboxylase,0.00026977926132406335
gene=madC,0.0002586667827461792
gene=paaH_1,0.00024305130754324894
gene=ureC_2,0.0008762112776454711
gene=pgaB,0.00022505767677269946
gene=fenF,0.004841379876261075
gene=ybjM_2,0.00021773404275754048
gene=lexA_1,0.0002450126747493849
gene=fecD,0.00021326081482912632
gene=hpxO_1,0.006042925036602132
gene=recF_4,0.002181501415960252
gene=yiaW_2,0.0002960680964189378
gene=hbd_2,0.0007443996867964532
gene=yqjF,0.0006930431951530374
gene=vgrG1_3,0.0007833676030250088
gene=rfbD,0.0004370310321536072
gene=noc,0.0003806882502686259
gene=glpQ1,0.0003538265794665942
gene=rsxC_1,0.0007731553423672113
gene=rbsK_3,0.001079479328056349
gene=speE_2,0.0003128773182452832
gene=bgaA,0.00022017450086464648
gene=gatZ,0.0002672617683364236
gene=kipI_2,0.00020075435026512987
gene=mtnD,0.0027474467044386565
gene=repA,0.0006744099669203995
gene=yedA,0.00036619145140748434
gene=nlhH_1,0.0002121243246204564
gene=mdtD_2,0.0002807408917734855
gene=msbA_1,0.005587498138411172
gene=barA,0.0028580440527584635
gene=sapB_2,0.00034796053123835373
gene=rpoH_2,0.0005252823666725792
gene=tnpR,0.0014093459905782574
gene=parA_1,0.0006680829608225147
gene=dinB1_4,0.0009268973645819052
gene=amtB_2,0.0006799569101771676
gene=ylpA,0.000359596767315553
gene=tkt,0.0005586367086734789
gene=deoR_1,0.0018525844310984976
gene=betI_4,0.005471308478755526
gene=rplR,0.00028299855065763854
gene=mfpsA,0.005720019600844854
gene=ureE_1,0.00037597504523582644
gene=truC,0.00021954685561285372
gene=mdaB,0.005952829199753792
gene=fecA_2,0.0002960747719413772
gene=nodD2_3,0.009566715111622926
gene=yejK_1,0.0006716699668920843
gene=trxA_3,0.0003980703926371634
gene=intA,0.0009471188428412914
protein=Long-chain-fatty-acid--CoA ligase FadD13,0.00112072578433482
gene=bla_3,0.00024729670468768124
gene=atoD,0.0002836827814169555
protein=Putative NrdI-like protein,0.0002103341973139156
gene=ycfH,0.00026950836860787156
gene=pkn1_1,0.0003088132365240282
protein=Pentapeptide repeat protein,0.0005796248366574582
gene=lgoD,0.0018463922188337336
gene=dam,0.003959314506581216
gene=ytfF,0.00034271442939162484
gene=lspA_1,0.00026536157531439344
gene=hin,0.00027470834801114337
gene=stp_3,0.005565858947613929
gene=hokB_1,0.0006199900717028058
gene=uspG_4,0.00047267412029590607
gene=nifH,0.01225043706013623
gene=ygjI_1,0.00034326667390044185
gene=acsA,0.0004980671220332494
gene=pfeA_2,0.0003482176722491047
gene=yabJ_2,0.0002205643877742562
gene=tabA,0.00022106510729079517
gene=nemA_2,0.00020952587067273002
gene=cvaA_1,0.008468924651063064
gene=tenA,0.0007731109039765615
gene=ssb_2,0.002724636495010075
gene=smf-1_2,0.0002246345469087458
protein=6-deoxy-6-sulfogluconolactonase,0.0006094151483646468
gene=araG,0.0003585733167791105
gene=tycC,0.00020364714105298765
gene=lpfB,0.0002690193156871593
gene=stp_4,0.00030909617740847975
gene=folP_2,0.0004267409262303811
gene=csxA,0.0007517497425188829
gene=hypA,0.00042192099865722045
gene=ksdD,0.0007236734562814834
gene=ybbY,0.0023915632038104193
gene=yjcS_2,0.00142698456169701
gene=metQ_5,0.0007975564920958223
gene=betL,0.0002514433755251995
gene=mnmE_2,0.0003785620167003064
gene=fucA,0.0005399172508729444
gene=galR_1,0.0007280533391128148
gene=proS_3,0.0004939523476658337
gene=ttuD,0.0004798636080870962
gene=dppA_3,0.00022340036598105897
gene=lsrF_1,0.00020163535372320093
gene=ettA,0.00122951441013489
gene=lutC,0.0003101980511788556
gene=icd,0.0002641405096167496
gene=fucI,0.0008624989976406785
gene=yghA_1,0.0005708543388802572
gene=cytR_3,0.0002099339179509136
gene=dmlR_18,0.0005528554037293146
gene=yeaP_3,0.0002485033278537675
gene=ureA2,0.0005710977396100737
gene=tenA_1,0.00065034850690992
gene=bglT,0.009991317447422337
gene=bhsA_4,0.0003341031974703372
gene=ttuB_5,0.0003637371162453741
gene=bioC_2,0.0002066707098689416
gene=emrY,0.0015979484900159634
gene=sfp,0.0041786627767578435
gene=ygaZ_2,0.0002684226649345087
gene=clsB_2,0.004252015346027322
gene=glpP,0.0005679276896743003
gene=mcrB,0.000203794913391482
gene=opd,0.00028974405696596074
gene=silE,0.00028143006293176727
gene=eriC,0.0007590881950576613
gene=yicJ_4,0.0009485919572343246
gene=aphA,0.0002303603247827808
gene=dinB1_1,0.0003299417917314621
gene=uspA_1,0.0028292477271853627
gene=ygcS,0.0007693357264639809
gene=pcnB_1,0.00030166188944671013
gene=fruA_4,0.004833278971327157
gene=mexB_3,0.0003767641749207564
gene=citA_2,0.0003380741640937015
gene=yghA_2,0.000399172642652135
gene=pat_2,0.00036495270176649326
gene=bglH_3,0.0004974964105280983
gene=ibpB_1,0.005397022594156557
gene=dnaJ,0.0004820901413935378
gene=arsD_3,0.000399122743671314
gene=citB,0.0006604748055979629
gene=lacR,0.0002597503059309028
gene=zraR_1,0.0004363322834987124
gene=mdaB_1,0.00037770392626818467
gene=cutD_2,0.0021460963786478025
gene=hokB_2,0.00035764393020720254
gene=rhaR,0.0002039148528923537
gene=ybhI_2,0.0005157551839181368
gene=lutA,0.0003132638093824536
gene=ybbW,0.0009427488401216689
gene=arcC2,0.002050626320713856
gene=arcB_1,0.0002989281461059859
gene=gntR_1,0.0008610224672385233
gene=allA,0.00808811674864702
gene=frdC,0.0003088869664662
gene=btuB_1,0.0004040360404821228
gene=asr,0.0006690965861143507
gene=luxA_1,0.0014922374604882662
gene=ubiG_2,0.002406330394281305
gene=dmlR_19,0.0007213038490213246
gene=fes_1,0.0005940796775671335
gene=msuD,0.0005494879608441553
gene=cadA_2,0.0002157483255233859
gene=cdiA_2,0.0006496846114643889
gene=dinB1,0.0002428931442659062
protein=putative amino-acid ABC transporter-binding protein,0.0007011559559412554
gene=kdgK_3,0.00031852176713126264
gene=hscA,0.0006618446445729812
gene=vgrG1_1,0.00042962619240348557
gene=hyi_2,0.009799043249078609
gene=pcaF,0.00033918223564767796
gene=ycfH_2,0.00027210805917301183
gene=ttuB_4,0.00033795523681345787
gene=mltD_1,0.0018311505643069574
gene=folE2_1,0.00043833373786468684
protein=Putative HTH-type transcriptional regulator,0.00032920027422544257
gene=gntR,0.0003249499446072332
gene=casD,0.003390262989499895
gene=higB_2,0.000200211350713521
gene=rayT_1,0.00032112264534352766
gene=hisI_1,0.00020671554513932976
gene=livH_7,0.0002731507317487376
gene=moeB_1,0.00025389348587264256
gene=dsbA_2,0.0002022505406013932
gene=hdeB_3,0.0006612837693410769
gene=guaA,0.00026062182091610495
gene=glxR,0.0057002365650685675
gene=srpC,0.00026122589521745444
gene=vapC_1,0.0005824473559057187
gene=hisQ_4,0.0003679710086059592
gene=mepA,0.0012604322806271026
gene=ltxB,0.003874392887058
gene=galR,0.0015251588068752875
gene=fim_3,0.0005299856710392304
gene=sauU,0.0005561442560308101
gene=fruB_3,0.00034930217364676565
gene=galR_2,0.0006449471441156108
gene=xylH_3,0.0008804333674205582
gene=hokB,0.0005091533229559333
gene=ppsE_4,0.004351108157109614
gene=hemR,0.0004464296393150997
gene=ebgC,0.0005150027525064551
gene=allB_1,0.0009737934392097609
gene=pepE,0.00025631890769897014
gene=hutH_1,0.00045536735914183035
gene=rbsR_3,0.0002772780337341445
gene=msbA_2,0.006200935102460546
gene=baeS_2,0.00029510414971422016
gene=luxA_2,0.01013440978891082
gene=ttgG,0.00022039535125793652
gene=sorA,0.00036671744626377785
gene=etp,0.000532131033919197
gene=arcA,0.00041905015043502817
gene=clpA_1,0.00021322619277088436
gene=msuD_1,0.00034084595749450935
gene=cusR,0.00022627949665780933
gene=srlA_2,0.005110770465848864
gene=ppsE_2,0.004216161837566185
gene=nagC_3,0.013377663559606692
gene=pcaR_4,0.0002208719098838396
gene=cysB_1,0.0003380180960140406
gene=ssb,0.000834371384875733
gene=intS_1,0.001087897749263668
gene=gatC,0.0005861605430409787
gene=uspA,0.0184665635214057
gene=pspA,0.00030416235951559207
gene=allS_3,0.013971505422911087
gene=rfnT,0.00028968087892555485
gene=smc_2,0.00035420037105782996
gene=pinR_2,0.00038229718098071433
gene=acnA,0.00039360987970660965
gene=ureE_2,0.00028069126749800916
gene=ydaM_2,0.000434860986469727
gene=xpt,0.0005192918771185724
gene=garP_2,0.00028548356824963144
gene=leuO,0.00025841829200023866
gene=fucA_2,0.0004271064396551797
gene=arsH,0.0009870833638843989
gene=yedK_1,0.0002682589332945299
gene=ksdD_2,0.0006756960897140402
gene=emrB_2,0.0002757802284540875
gene=ylaB,0.0005117182282103984
gene=nusA,0.00032783442269605426
gene=elmGT_1,0.0031368457011142514
gene=exuT_4,0.00040919501543690447
gene=potB_1,0.00029363824909426137
gene=icaR,0.0005504439360454365
gene=allB,0.0007886881413128106
gene=hyi_1,0.005764742071094199
gene=holE_2,0.0005194943504602121
gene=hns_3,0.00047889250971871317
gene=emrA_2,0.000454825694437758
gene=leuO_2,0.00023117897095560277
gene=emrB_3,0.006453671640989239
gene=rrrD_1,0.00023396496330963624
gene=ubiG_1,0.004115935702968038
gene=yabJ,0.0002040832943521526
gene=metR_1,0.0005423249440506225
gene=fucA_1,0.00048659930613625295
gene=gpr_3,0.0004993950673698665
gene=cse3,0.003094561030446725
gene=gabD1,0.00021793023354169176
gene=stoA,0.000377548227269358
